SITE,TRANSECT,HAB_TYPE,ANNOTATOR,QUAD_N,METER_MARK,T_Q,CORAL_CODE,BITE_CATEG,CONDITION,NUMBER_BIT,OVERLAP_SC,METHOD,DEPTH,AVG_OVERLAP,CCAH,CCAR,LESP,LSCU,MACR,MCAP,MOBF,MPAT,PCOM,PDAM,PDUE,PGRA,PMAS,PMEA,PVAR,SED_SAND,SP,TUN,TURFH,TURFR,UI,UNKN,Weight,ZO,Hard coral,Other,Weights&unkown,
HAN,HAN2,AGR,DED,3,7,HAN2_Q3,PMEA,SCRAP,NEW,3,2,INSITU,28.7,2.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.0000,0.4571,0.0000,0.0000,0.0000,0.0000,0.0000,0.4571,0.0000,0.0000,0.0286,0.0000,0.0000,0.5143,0.4571,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PGRA,SCRAP,NEW,8,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMAS,EXCAV,HEAL,47,3,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMAS,EXCAV,HEAL,58,3,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMAS,EXCAV,NEW,12,3,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMAS,SCSP,HEAL,12,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMAS,SCSP,NEW,12,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMEA,EXCAV,HEAL,1,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMEA,EXCAV,NEW,2,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMEA,SCRAP,HEAL,4,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,4,10,HAN2_Q4,PMEA,SCRAP,NEW,3,1,INSITU,28.7,2.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0286,0.0000,0.6000,0.3714,0.0286,
HAN,HAN2,AGR,DED,5,13,HAN2_Q5,PCOM,EXCAV,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0857,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.5143,0.0000,
HAN,HAN2,AGR,DED,5,13,HAN2_Q5,PCOM,EXCAV,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0857,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.5143,0.0000,
HAN,HAN2,AGR,DED,5,13,HAN2_Q5,PMAS,EXCAV,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0857,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.5143,0.0000,
HAN,HAN2,AGR,DED,5,13,HAN2_Q5,PMAS,EXCAV,HEAL,6,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0857,0.0286,0.0000,0.0000,0.0000,0.3143,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.5143,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,MPAT,EXBR,HEAL,32,4,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PCOM,SCSP,NEW,1,1,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,EXBR,HEAL,10,2,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,EXBR,NEW,3,2,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,EXCAV,HEAL,1,1,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,EXCAV,HEAL,1,1,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,SCSP,HEAL,13,3,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,6,16,HAN2_Q6,PMAS,SCSP,NEW,3,3,INSITU,28.7,3.20,0.0286,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0857,0.0000,0.0000,0.2857,0.1143,0.0000,0.0000,0.0000,0.0286,0.4571,0.5429,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,MPAT,EXBR,HEAL,9,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,MPAT,SCRAP,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,MPAT,SCRAP,NEW,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PCOM,EXCAV,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PCOM,EXCAV,HEAL,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMAS,EXCAV,HEAL,1,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMAS,SCSP,HEAL,8,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMAS,SCSP,HEAL,1,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMAS,SCSP,NEW,2,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMEA,SCRAP,HEAL,1,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN2,AGR,DED,7,19,HAN2_Q7,PMEA,SCRAP,NEW,1,1,INSITU,28.7,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.5714,0.0000,
HAN,HAN3,AGR,DED,1,1,HAN3_Q1,PLIG,SCRAP,NEW,5,1,INSITU,17.0,2.83,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.8571,0.0000,
HAN,HAN3,AGR,DED,1,1,HAN3_Q1,PMAS,SCSP,HEAL,115,3,INSITU,17.0,2.83,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.8571,0.0000,
HAN,HAN3,AGR,DED,1,1,HAN3_Q1,PMEA,SCRAP,HEAL,3,1,INSITU,17.0,2.83,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.8571,0.0000,
HAN,HAN3,AGR,DED,1,1,HAN3_Q1,PMEA,SCRAP,NEW,3,1,INSITU,17.0,2.83,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.8571,0.0000,
HAN,HAN3,AGR,DED,2,4,HAN3_Q2,PLIG,SCRAP,NEW,1,1,INSITU,17.0,1.95,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0286,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0286,0.0000,0.0000,0.0857,0.8857,0.0286,
HAN,HAN3,AGR,DED,2,4,HAN3_Q2,PMAS,SCSP,HEAL,19,2,INSITU,17.0,1.95,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0286,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0286,0.0000,0.0000,0.0857,0.8857,0.0286,
HAN,HAN3,AGR,DED,2,4,HAN3_Q2,PMAS,SCSP,NEW,2,2,INSITU,17.0,1.95,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0286,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0286,0.0000,0.0000,0.0857,0.8857,0.0286,
HAN,HAN3,AGR,DED,3,7,HAN3_Q3,PCOM,EXCAV,HEAL,1,1,INSITU,17.0,2.67,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0286,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,3,7,HAN3_Q3,PCOM,EXCAV,NEW,1,1,INSITU,17.0,2.67,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0286,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,3,7,HAN3_Q3,PMAS,SCSP,HEAL,60,3,INSITU,17.0,2.67,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0286,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,3,7,HAN3_Q3,PMEA,SCRAP,HEAL,6,1,INSITU,17.0,2.67,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0286,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,3,7,HAN3_Q3,PMEA,SCRAP,NEW,4,1,INSITU,17.0,2.67,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0286,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,4,10,HAN3_Q4,PCOM,EXCAV,HEAL,2,1,INSITU,17.0,1.44,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0571,0.0286,0.0000,0.0286,0.0000,0.9714,0.0286,
HAN,HAN3,AGR,DED,4,10,HAN3_Q4,PCOM,EXCAV,NEW,4,1,INSITU,17.0,1.44,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0571,0.0286,0.0000,0.0286,0.0000,0.9714,0.0286,
HAN,HAN3,AGR,DED,4,10,HAN3_Q4,PMEA,EXCAV,HEAL,1,1,INSITU,17.0,1.44,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0571,0.0286,0.0000,0.0286,0.0000,0.9714,0.0286,
HAN,HAN3,AGR,DED,4,10,HAN3_Q4,PMEA,EXCAV,NEW,2,1,INSITU,17.0,1.44,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0571,0.0286,0.0000,0.0286,0.0000,0.9714,0.0286,
HAN,HAN3,AGR,DED,4,10,HAN3_Q4,PMEA,SCRAP,NEW,7,2,INSITU,17.0,1.44,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0571,0.0286,0.0000,0.0286,0.0000,0.9714,0.0286,
HAN,HAN3,AGR,DED,5,13,HAN3_Q5,NONE,NONE,NONE,0,0,INSITU,17.0,0.00,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.9429,0.0000,
HAN,HAN3,AGR,DED,6,16,HAN3_Q6,PDUE,EXCAV,HEAL,4,1,INSITU,17.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2571,0.0000,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.3143,0.6857,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PCOM,EXCAV,HEAL,3,1,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PCOM,EXCAV,HEAL,3,1,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PCOM,EXCAV,NEW,1,1,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PDUE,EXCAV,HEAL,1,1,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PDUE,SCRAP,HEAL,2,1,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PDUE,SCSP,HEAL,1,3,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN3,AGR,DED,7,19,HAN3_Q7,PDUE,SCSP,NEW,4,3,INSITU,17.0,1.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.8286,0.0857,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
HAN,HAN4,AGR,DED,1,1,HAN4_Q1,PMAS,EXBR,HEAL,33,2,INSITU,34.3,1.92,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.0286,0.0000,0.0000,0.7143,0.2571,0.0286,
HAN,HAN4,AGR,DED,1,1,HAN4_Q1,PMAS,EXCAV,HEAL,1,1,INSITU,34.3,1.92,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.0286,0.0000,0.0000,0.7143,0.2571,0.0286,
HAN,HAN4,AGR,DED,1,1,HAN4_Q1,PMAS,SCSP,NEW,2,1,INSITU,34.3,1.92,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.0286,0.0000,0.0000,0.7143,0.2571,0.0286,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PCOM,EXBR,NEW,1,1,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PCOM,SCSP,NEW,1,1,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PMAS,EXBR,HEAL,116,3,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PMAS,EXBR,NEW,29,3,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PMAS,EXCAV,HEAL,1,1,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
HAN,HAN4,AGR,DED,2,4,HAN4_Q2,PMAS,SCSP,HEAL,10,1,INSITU,34.3,2.81,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.1143,0.0000,0.0000,0.4857,0.4000,0.1143,
